Wall time,Step,Value
1475836243.33549,5121,3897.9443359375
1475836243.39851,5148,4074.3063964844
1475836243.41162,5152,4173.8051757813
1475836243.44593,5165,3989.419921875
1475836245.7328,5348,3378.0344238281
1475836245.9781,5457,3539.62890625
1475836247.91978,5504,3862.1159667969
1475836247.99058,5525,3842.3679199219
1475836248.20892,5598,3611.0610351563
1475836248.40378,5688,3778.2290039063
1475836249.65674,5775,3540.3974609375
1475836250.51215,5782,3614.8444824219
1475836250.88118,5939,3570.7160644531
1475836254.6201,6097,3602.2563476563
1475836254.67692,6115,3637.9904785156
1475836254.69439,6123,3770.9814453125
1475836254.89871,6207,3693.6733398438
1475836254.91073,6211,3783.6687011719
1475836257.03131,6334,3532.2377929688
1475836257.03389,6335,3432.8649902344
1475836257.0752,6351,3514.8286132813
1475836259.00273,6529,3264.1857910156
1475836263.55775,6877,3039.2038574219
1475836263.84397,6971,3369.193359375
1475836265.41832,7011,3105.1208496094
1475836265.43168,7013,3087.958984375
1475836265.46756,7024,2980.392578125
1475836265.60842,7070,3096.0744628906
1475836265.6936,7105,3817.8745117188
1475836267.69366,7185,3318.0546875
1475836267.73508,7196,2815.5656738281
1475836267.80573,7227,3285.7495117188
1475836267.81512,7231,3462.173828125
1475836267.8261,7234,3638.013671875
1475836268.07519,7339,2979.1440429688
1475836268.09459,7351,3399.2451171875
1475836268.15163,7375,3217.0993652344
1475836272.11119,7577,3022.5231933594
1475836272.16736,7595,2722.1948242188
1475836272.31499,7653,3527.4033203125
1475836272.34758,7667,3144.2287597656
1475836274.34944,7721,2917.5991210938
1475836274.62235,7822,3267.6296386719
1475836274.66762,7844,3680.50390625
1475836274.86221,7928,3419.1647949219
1475836274.8738,7935,3444.7639160156
1475836278.78582,8169,3074.8125
1475836278.79619,8174,3200.7375488281
1475836278.90673,8220,2787.6018066406
1475836280.94987,8281,3258.3493652344
1475836281.15394,8353,2632.3989257813
1475836281.1745,8360,2640.9243164063
1475836281.24501,8392,2715.5073242188
1475836281.25713,8399,3466.6767578125
1475836281.38864,8459,2819.8991699219
1475836281.4498,8487,2670.6540527344
1475836285.14384,8582,2810.1530761719
1475836285.24634,8620,2892.2807617188
1475836285.27186,8629,3057.4860839844
1475836285.54549,8748,2999.9165039063
1475836287.53446,8836,2888.1108398438
1475836287.73427,8912,3381.8142089844
1475836287.8051,8942,2923.5219726563
1475836291.59229,9129,3256.3986816406
1475836291.69151,9167,3245.7163085938
1475836291.85989,9237,2916.2946777344
1475836294.13906,9386,2489.3715820313
1475836294.14637,9390,2728.4033203125
1475836295.94783,9525,3149.345703125
1475836296.02487,9544,2814.6960449219
1475836298.18183,9635,2932.935546875
1475836298.2136,9649,3164.4421386719
1475836298.44916,9738,2916.1208496094
1475836298.51158,9762,2872.9091796875
1475836298.57997,9787,3247.7954101563
1475836298.70002,9837,3556.8679199219
1475836298.70666,9840,3222.7668457031
1475836300.92544,9953,2787.4694824219
1475836302.69791,10052,2973.0234375
1475836302.75462,10074,3457.7739257813
1475836302.85061,10115,3370.9025878906
1475836302.94837,10156,2883.703125
1475836304.84948,10181,3121.8532714844
1475836304.98079,10216,2819.0310058594
1475836305.04562,10242,3399.5339355469
1475836305.19989,10303,3071.5935058594
1475836305.25804,10329,2959.9982910156
1475836305.27967,10342,3064.6740722656
1475836305.35862,10378,2739.5004882813
1475836305.36901,10381,2842.822265625
1475836309.29808,10548,2649.6826171875
1475836309.33955,10564,2943.4057617188
1475836309.38176,10581,2765.5939941406
1475836309.42033,10595,3070.2060546875
1475836309.6275,10684,3185.5358886719
1475836311.57731,10731,3259.2250976563
1475836311.81715,10809,2484.6247558594
1475836311.89867,10842,2832.2668457031
1475836311.9308,10855,3294.9477539063
1475836312.00831,10892,2858.2292480469
1475836312.02908,10902,2872.8076171875
1475836312.10805,10936,2867.1096191406
1475836312.17524,10969,3193.9978027344
1475836312.2068,10985,3291.18359375
1475836314.20432,11004,2890.7941894531
1475836314.25117,11021,3759.0727539063
1475836314.3451,11048,3037.712890625
1475836314.41116,11073,2898.6728515625
1475836314.59015,11144,2799.1442871094
1475836314.68944,11187,3270.5329589844
1475836314.69266,11188,3137.4721679688
1475836314.70163,11191,3126.5681152344
1475836314.76259,11218,3134.8127441406
1475836314.80848,11242,2646.4223632813
1475836314.82865,11252,2504.3745117188
1475836316.88889,11344,3084.2741699219
1475836317.07558,11424,3046.8898925781
1475836317.22792,11493,2738.9963378906
1475836318.72148,11506,2521.4675292969
1475836320.96086,11598,3841.5
1475836320.96651,11600,3562.1372070313
1475836320.97431,11603,3346.0014648438
1475836321.03389,11624,2990.5229492188
1475836321.17388,11687,2619.7341308594
1475836321.2518,11723,2647.4057617188
1475836323.6338,11940,2861.7016601563
1475836325.62893,12094,3212.3120117188
1475836327.50286,12103,3036.8278808594
1475836327.73329,12186,2874.8061523438
1475836327.95532,12284,3115.2172851563
1475836327.95689,12285,3015.9125976563
1475836328.00645,12307,2788.1252441406
1475836330.2952,12412,2445.5632324219
1475836332.02658,12501,2725.5334472656
1475836332.07935,12514,3382.1337890625
1475836332.18021,12546,3002.6538085938
1475836332.30707,12599,2637.5783691406
1475836332.3366,12613,2445.0141601563
1475836332.36333,12625,3158.5808105469
1475836334.42457,12679,2997.4897460938
1475836334.4721,12696,2514.1350097656
1475836334.47514,12697,2315.69921875
1475836334.7136,12782,2732.4245605469
1475836334.74276,12793,2697.7026367188
1475836334.87382,12842,2663.0473632813
1475836334.9071,12854,2936.8481445313
1475836335.0258,12905,3342.1875
1475836335.04659,12914,2809.3813476563
1475836337.24043,12999,2512.6711425781
1475836339.04203,13110,3065.7797851563
1475836339.1253,13150,3188.5268554688
1475836339.13368,13154,3192.1674804688
1475836339.19429,13180,2762.30078125
1475836341.45608,13308,2608.2490234375
1475836341.46053,13310,2759.6923828125
1475836341.47757,13320,3302.326171875
1475836341.64846,13398,2749.3395996094
1475836341.79032,13471,2962.5041503906
1475836345.72897,13598,2917.8107910156
1475836345.87828,13661,2799.1484375
1475836345.92861,13681,2772.3405761719
1475836346.0361,13732,2831.6711425781
1475836346.04272,13736,2686.8505859375
1475836348.0993,13759,2748.6010742188
1475836348.11951,13762,2608.5844726563
1475836348.21505,13786,2980.2578125
1475836348.22524,13789,3005.6159667969
1475836348.52481,13914,2964.1606445313
1475836350.31392,14012,2780.134765625
1475836352.55635,14153,2748.8247070313
1475836352.79116,14262,2419.2470703125
1475836352.82933,14277,2962.9575195313
1475836354.9089,14330,3306.8461914063
1475836354.91564,14334,3150.8232421875
1475836355.05466,14390,3077.4020996094
1475836355.21063,14452,3238.2661132813
1475836355.31534,14490,2758.0966796875
1475836355.33116,14497,2767.7595214844
1475836356.7876,14507,2586.6303710938
1475836356.9002,14548,2780.8356933594
1475836356.95959,14571,3072.9753417969
1475836358.00173,14575,3154.7946777344
1475836359.19677,14637,3132.6860351563
1475836359.28262,14677,2507.2419433594
1475836359.31744,14694,2735.45703125
1475836359.33616,14701,2863.4484863281
1475836359.37926,14722,3161.1020507813
1475836359.48303,14772,2825.0415039063
1475836359.50709,14784,3099.490234375
1475836359.62249,14831,2605.6018066406
1475836361.80244,14931,2622.9079589844
1475836361.81347,14935,2868.587890625
1475836363.71504,15031,2722.1201171875
1475836363.90861,15106,2749.4931640625
1475836363.93922,15119,3021.6232910156
1475836366.01289,15164,3120.1726074219
1475836366.02511,15171,2762.9494628906
1475836366.03923,15174,2723.171875
1475836366.06487,15184,2761.8579101563
1475836366.23495,15252,2711.6806640625
1475836366.26452,15263,2947.5356445313
1475836366.37423,15306,3251.4497070313
1475836366.37893,15309,2959.5842285156
1475836368.51231,15408,3067.7138671875
1475836368.7644,15497,2933.2563476563
1475836370.33118,15504,2760.2629394531
1475836370.41781,15537,2997.5187988281
1475836370.45022,15550,3133.9250488281
1475836370.47105,15557,3039.3388671875
1475836370.5251,15580,3205.4443359375
1475836370.53598,15585,3141.2595214844
1475836370.66877,15638,3100.5883789063
1475836370.72788,15663,2563.0502929688
1475836372.9444,15748,2658.3374023438
1475836373.05992,15802,2843.2058105469
1475836373.13197,15832,2631.1291503906
1475836373.23944,15883,3177.1589355469
1475836375.36199,15980,4175.0483398438
1475836377.0117,16021,2664.1000976563
1475836377.25834,16099,2888.2937011719
1475836377.47788,16201,2777.8056640625
1475836377.47939,16202,2946.8579101563
1475836377.48096,16203,2962.9738769531
1475836377.51341,16219,2895.3793945313
1475836379.8091,16351,2736.193359375
1475836379.90191,16399,2959.3901367188
1475836379.97921,16437,2492.6472167969
1475836380.03845,16466,3153.2673339844
1475836382.183,16524,2893.8505859375
1475836382.26494,16549,3042.6787109375
1475836382.48057,16640,2973.1987304688
1475836384.85847,16798,2460.0080566406
1475836385.03108,16862,2268.1875
1475836389.26178,17129,2723.8093261719
1475836389.5914,17278,3146.5776367188
1475836391.80767,17390,3549.8288574219
1475836391.83608,17404,2793.3098144531
1475836391.84265,17407,2698.41015625
1475836391.90957,17440,3116.7023925781
1475836391.93087,17451,2968.724609375
1475836391.95755,17465,2669.8256835938
1475836391.96511,17469,2770.3256835938
1475836393.78391,17559,2726.9077148438
1475836393.79903,17565,2749.5532226563
1475836393.81505,17573,2650.2663574219
1475836396.03691,17652,2833.1735839844
1475836396.14874,17692,2405.2373046875
1475836396.33142,17780,3346.2292480469
1475836398.57692,17939,3136.7526855469
1475836400.3679,18017,2756.3791503906
1475836400.50115,18069,2672.5661621094
1475836400.52124,18076,3054.7009277344
1475836402.85388,18233,3001.9938964844
1475836403.02898,18319,2918.1650390625
1475836407.12121,18560,3004.7827148438
1475836407.21224,18596,2831.0546875
1475836407.21418,18597,2831.0546875
1475836407.34457,18657,2599.3071289063
1475836409.66001,18774,2359.0502929688
1475836413.74955,19002,2970.4240722656
1475836413.92135,19063,2949.9294433594
1475836416.48229,19295,4305.1430664063
1475836416.6912,19380,2992.4396972656
1475836416.84126,19457,2871.5361328125
1475836418.45875,19509,2859.4748535156
1475836418.46443,19511,2702.3588867188
1475836420.78169,19647,2923.0759277344
1475836420.78828,19650,2783.4665527344
1475836420.91605,19729,2783.3544921875
1475836420.92659,19735,2730.47265625
1475836421.01206,19781,2766.6047363281
1475836423.1165,19829,2648.5986328125
1475836423.25812,19882,2781.5849609375
1475836423.27985,19890,2736.1037597656
1475836423.31337,19901,3006.6420898438
1475836425.22597,20029,2846.833984375
1475836427.63948,20201,2990.0319824219
1475836427.65563,20207,2845.326171875
1475836427.80588,20280,2515.498046875
1475836427.85469,20301,2750.8601074219
1475836427.863,20305,2760.6870117188
1475836427.9088,20328,2558.1059570313
1475836430.31413,20482,2625.5131835938
1475836432.00149,20502,2852.2973632813
1475836432.06011,20518,3231.4074707031
1475836432.2906,20594,2679.0756835938
1475836434.38964,20674,2489.287109375
1475836434.44491,20693,2490.5229492188
1475836434.64166,20787,2761.9760742188
1475836438.86664,21010,2874.16796875
1475836438.95985,21045,2662.5791015625
1475836439.15618,21125,2342.2863769531
1475836439.15804,21126,2301.8244628906
1475836439.25045,21162,2615.2827148438
1475836441.32098,21183,2779.0048828125
1475836441.47028,21230,2471.3874511719
1475836441.6147,21294,2680.1684570313
1475836441.80853,21379,2568.7297363281
1475836441.93832,21442,2940.7067871094
1475836444.11169,21467,2782.2609863281
1475836446.07009,21623,2584.5205078125
1475836446.09168,21633,2755.0529785156
1475836446.16196,21660,2603.2280273438
1475836446.30451,21724,2694.4423828125
1475836448.52909,21767,2467.6416015625
1475836448.55654,21778,3926.9819335938
1475836448.60794,21799,3214.7666015625
1475836448.69878,21837,2782.0871582031
1475836448.74536,21859,2723.1945800781
1475836448.80183,21887,2468.8920898438
1475836448.8521,21910,2509.4899902344
1475836448.85617,21912,2588.5773925781
1475836451.23392,22056,2159.6818847656
1475836451.293,22080,3159.9826660156
1475836451.61832,22227,2937.8977050781
1475836454.01131,22326,3949.8305664063
1475836454.154,22374,2898.4689941406
1475836454.22746,22404,2749.8791503906
1475836454.26134,22418,2423.2309570313
1475836454.28641,22428,2309.5842285156
1475836454.30323,22435,2498.0080566406
1475836456.1313,22529,2684.6569824219
1475836456.17849,22546,2753.3635253906
1475836458.21216,22555,2783.8498535156
1475836458.23307,22562,2706.7998046875
1475836458.2478,22567,3037.1586914063
1475836458.55771,22702,2537.1391601563
1475836458.58192,22712,2624.1396484375
1475836458.63853,22738,3002.6315917969
1475836458.71634,22774,2627.3266601563
1475836461.20545,22947,2518.2036132813
1475836463.11914,23067,2699.4958496094
1475836465.64956,23215,2876.8166503906
1475836465.71785,23244,2507.6420898438
1475836465.79655,23278,2802.1369628906
1475836465.87203,23311,2596.376953125
1475836468.0148,23381,3041.78515625
1475836468.15805,23431,4535.0747070313
1475836470.03778,23538,2704.16796875
1475836470.09671,23558,2636.6552734375
1475836470.13355,23571,2464.9028320313
1475836472.5935,23674,2946.0083007813
1475836472.64718,23686,2537.0991210938
1475836472.66616,23691,2496.4204101563
1475836472.88961,23771,2528.0397949219
1475836472.89365,23773,2541.7885742188
1475836475.44621,23972,2792.3586425781
1475836475.48251,23987,2491.4868164063
1475836477.14422,24015,2868.3061523438
1475836477.1664,24025,2910.146484375
1475836477.25159,24057,2764.06640625
1475836477.29867,24076,2723.2758789063
1475836477.3396,24091,2572.1672363281
1475836477.49467,24162,2712.623046875
1475836477.49642,24163,2726.4067382813
1475836477.55186,24188,2497.3935546875
1475836477.56767,24196,2466.7829589844
1475836480.01482,24267,2696.3295898438
1475836480.20974,24359,2786.3957519531
1475836480.26881,24385,2992.9914550781
1475836484.27953,24537,2667.6967773438
1475836484.39298,24575,2630.4577636719
1475836484.42738,24588,2702.3342285156
1475836484.49926,24617,2604.7321777344
1475836484.74576,24713,2578.7907714844
1475836484.78095,24728,2360.1716308594
1475836484.82375,24743,2601.3337402344
1475836487.08563,24817,2387.5637207031
1475836487.13975,24838,2480.7778320313
1475836487.25286,24893,3244.5119628906
1475836487.28323,24906,2806.3547363281
1475836487.32632,24927,2472.9685058594
1475836487.40383,24967,2390.3674316406
1475836491.18444,25039,2743.4248046875
1475836491.30638,25076,2618.8552246094
1475836491.39715,25111,2650.6584472656
1475836491.71935,25240,3055.5854492188
1475836494.31664,25432,2756.2421875
1475836496.07242,25523,2752.4990234375
1475836496.19522,25559,2443.2602539063
1475836498.43476,25625,2727.2568359375
1475836498.4413,25628,2656.3828125
1475836498.69396,25735,2393.2963867188
1475836498.71206,25746,2414.8459472656
1475836500.9933,25851,2390.0893554688
1475836501.32208,25943,2556.61328125
1475836501.39611,25964,2374.1198730469
1475836501.41671,25972,2544.1394042969
1475836503.35786,26058,2407.4375
1475836503.37564,26064,2550.7744140625
1475836505.75537,26127,2467.1870117188
1475836505.92297,26183,2711.9714355469
1475836505.94079,26193,2381.17578125
1475836506.0711,26250,2712.3901367188
1475836506.29932,26353,2456.2136230469
1475836508.7224,26458,2422.3166503906
1475836508.73661,26464,4514.0634765625
1475836508.81018,26495,2702.291015625
1475836510.55724,26538,2502.8891601563
1475836513.51668,26868,2488.08984375
1475836513.52277,26872,2433.1320800781
1475836513.62913,26923,2420.8347167969
1475836515.75553,26972,3047.6083984375
1475836515.81249,26995,2747.7092285156
1475836515.81607,26996,2747.7092285156
1475836517.57192,27040,2558.6027832031
1475836517.64341,27063,2817.71875
1475836517.89758,27166,2824.255859375
1475836522.87435,27519,2939.5883789063
1475836523.16978,27642,2416.9721679688
1475836523.30914,27698,2663.837890625
1475836523.37282,27723,2854.7292480469
1475836525.9782,27862,2770.7993164063
1475836526.09589,27911,2795.1457519531
1475836526.25315,27969,2737.0893554688
1475836530.33533,28125,2610.7978515625
1475836530.55125,28230,2745.4624023438
1475836532.84277,28345,2539.9562988281
1475836533.01884,28422,2427.8581542969
1475836535.04224,28576,2571.4645996094
1475836537.75265,28791,2770.53125
1475836537.82828,28824,2839.9848632813
1475836540.28687,28963,2766.5400390625
1475836540.33401,28988,2021.3491210938
1475836541.9539,29012,2513.0715332031
1475836544.62257,29237,2867.3723144531
1475836544.99934,29393,2579.302734375
1475836547.34832,29474,2276.9055175781
1475836549.20151,29546,2624.0546875
1475836549.27051,29572,2705.9631347656
1475836551.91441,29795,2707.3205566406
1475836551.94936,29808,3364.0217285156
1475836552.03504,29847,2467.8110351563
1475836552.29234,29956,2671.5437011719
1475836554.61294,29998,2800.3361816406
1475836556.28169,30008,2583.599609375
1475836556.65269,30155,2830.0417480469
1475836556.65745,30158,2976.939453125
1475836556.69905,30174,2753.3889160156
1475836556.70715,30179,2699.1123046875
1475836556.83278,30242,2636.8481445313
1475836559.11685,30278,2406.9936523438
1475836559.21592,30314,2652.3259277344
1475836559.42698,30413,2757.1865234375
1475836559.47908,30437,2522.1696777344
1475836559.51027,30451,2484.4558105469
1475836559.52966,30460,2716.6674804688
1475836563.60383,30544,3006.0788574219
1475836563.80532,30605,4774.845703125
1475836563.85319,30624,3282.8374023438
1475836564.19285,30761,2675.6115722656
1475836566.52577,30862,2379.5319824219
1475836566.66776,30928,2419.3544921875
1475836568.52653,31029,2667.5925292969
1475836571.02842,31104,2549.0219726563
1475836571.15445,31154,2321.9633789063
1475836571.26042,31206,2163.4865722656
1475836571.30243,31225,2716.7182617188
1475836571.30412,31226,2568.4873046875
1475836571.47902,31310,2200.0622558594
1475836571.51657,31330,2667.6782226563
1475836571.54394,31344,2515.6977539063
1475836575.98106,31590,2686.1540527344
1475836578.27009,31649,2351.5505371094
1475836578.3369,31672,2639.9382324219
1475836578.52439,31766,2397.6818847656
1475836578.60327,31802,2294.439453125
1475836578.65102,31823,2711.8374023438
1475836578.65718,31826,2469.9704589844
1475836578.79516,31890,2535.1948242188
1475836581.16067,31957,2709.421875
1475836581.18215,31965,2791.5458984375
1475836581.20753,31976,2662.0415039063
1475836583.046,32063,2557.6271972656
1475836583.0827,32080,2277.2026367188
1475836585.79824,32282,2581.9548339844
1475836585.87889,32321,2491.6850585938
1475836585.96036,32363,2408.1579589844
1475836588.37,32462,2444.3181152344
1475836590.39762,32576,2254.2023925781
1475836590.69015,32707,2366.5131835938
1475836593.06906,32776,2632.7839355469
1475836593.16346,32813,2640.7319335938
1475836593.4307,32933,2554.1420898438
1475836593.5686,32993,2293.3073730469
1475836595.95057,33046,2712.40234375
1475836596.09178,33103,2500.11328125
1475836596.14316,33129,2414.275390625
1475836596.23071,33169,2827.6989746094
1475836596.30763,33205,2772.005859375
1475836596.39687,33243,2767.6755371094
1475836598.64575,33288,2785.994140625
1475836598.69707,33301,2566.8005371094
1475836598.76741,33322,2487.3762207031
1475836598.82146,33343,2624.4760742188
1475836598.94055,33398,2636.8818359375
1475836598.97401,33415,2616.9030761719
1475836599.06326,33461,2506.2893066406
1475836599.09665,33480,2248.1584472656
1475836599.09828,33481,2275.0629882813
1475836603.35734,33566,2557.8459472656
1475836603.56939,33637,2872.6486816406
1475836603.75653,33713,2513.4819335938
1475836603.85385,33755,2655.0515136719
1475836606.36708,33850,2732.501953125
1475836606.50032,33914,2420.0620117188
1475836608.3579,34025,2706.154296875
1475836608.54322,34095,2501.8081054688
1475836611.11065,34210,2520.0375976563
1475836611.13631,34221,2678.3947753906
1475836611.16415,34229,2516.8649902344
1475836611.19704,34245,2382.90625
1475836611.40051,34333,2517.8264160156
1475836611.44198,34353,2338.8366699219
1475836613.87886,34427,2473.3896484375
1475836614.03616,34489,2493.7009277344
1475836615.88782,34520,2609.4553222656
1475836616.14932,34635,2502.9331054688
1475836618.52078,34719,2677.3913574219
1475836618.87584,34886,2744.5119628906
1475836623.31056,35070,2930.2900390625
1475836623.51219,35165,2392.48046875
1475836625.8134,35209,2389.0202636719
1475836626.05627,35295,2326.1564941406
1475836626.09201,35312,2395.806640625
1475836626.17699,35353,2962.4011230469
1475836626.18021,35355,2811.0466308594
1475836626.21305,35370,2673.4401855469
1475836626.30486,35417,2712.765625
1475836628.67263,35483,2584.6257324219
1475836630.42141,35509,2627.345703125
1475836630.51748,35547,2815.0771484375
1475836630.55299,35557,2400.8481445313
1475836630.58153,35572,2456.9267578125
1475836630.71895,35632,2519.6323242188
1475836630.77039,35656,2437.1811523438
1475836630.80512,35671,2539.2175292969
1475836630.86914,35699,2584.0581054688
1475836633.92464,35904,2445.7023925781
1475836633.93893,35911,2357.6872558594
1475836633.94084,35912,2365.7790527344
1475836633.97563,35929,2335.0986328125
1475836634.01247,35946,2524.3913574219
1475836635.84908,36022,2315.0100097656
1475836638.39743,36154,2591.0212402344
1475836638.41092,36161,2557.4331054688
1475836638.43176,36167,2251.0192871094
1475836641.22862,36359,2560.0952148438
1475836641.24023,36364,2290.7575683594
1475836641.32237,36400,4488.0180664063
1475836641.53144,36488,2340.294921875
1475836643.22059,36503,2805.9465332031
1475836643.37688,36549,2757.2084960938
1475836645.57701,36582,2428.3979492188
1475836645.83271,36667,2420.2214355469
1475836646.01349,36750,2328.3920898438
1475836646.08226,36782,2240.1516113281
1475836646.11418,36799,2732.701171875
1475836648.5215,36908,2684.1440429688
1475836648.58791,36938,2598.7255859375
1475836650.48546,37013,2763.4206542969
1475836650.49326,37016,2739.3234863281
1475836653.13171,37181,2401.1726074219
1475836653.23349,37220,2608.6518554688
1475836653.23718,37222,2664.875
1475836653.48925,37331,2898.1958007813
1475836656.1153,37456,2586.2429199219
1475836656.14765,37468,2319.3845214844
1475836658.01966,37525,2809.5590820313
1475836658.10449,37553,2132.4201660156
1475836658.14377,37570,2596.1130371094
1475836658.17382,37587,2216.0327148438
1475836658.18906,37594,2247.9138183594
1475836658.19141,37595,2312.3386230469
1475836660.96911,37783,2734.390625
1475836661.10878,37843,2441.9340820313
1475836661.29695,37907,2519.1667480469
1475836661.34524,37927,2598.3889160156
1475836661.35039,37930,2543.283203125
1475836663.66439,37976,2566.5187988281
1475836665.51332,38026,2740.0432128906
1475836665.63755,38075,2361.7004394531
1475836665.64272,38077,2488.5048828125
1475836665.65506,38083,2444.8974609375
1475836665.76055,38127,2171.0629882813
1475836665.86484,38173,2564.5786132813
1475836665.86841,38175,2786.236328125
1475836665.8909,38186,2455.9912109375
1475836668.2219,38250,2522.1293945313
1475836668.37658,38313,2683.9128417969
1475836668.39183,38321,2332.4699707031
1475836668.42797,38335,3976.1232910156
1475836668.54069,38380,2662.267578125
1475836668.57834,38397,2558.8518066406
1475836668.66247,38433,2514.4892578125
1475836668.7668,38481,2454.7885742188
1475836671.25196,38564,2843.2448730469
1475836671.31516,38591,2467.1931152344
1475836671.36857,38615,3568.1843261719
1475836671.39682,38626,2491.1862792969
1475836671.51295,38680,2634.4379882813
1475836671.53683,38690,2338.1091308594
1475836671.7271,38772,2375.978515625
1475836674.10901,38840,2500.6296386719
1475836678.98202,39230,2640.9990234375
1475836679.12093,39292,2263.7380371094
1475836681.44952,39326,2277.2951660156
1475836681.61881,39375,2352.7600097656
1475836681.8133,39457,2388.0620117188
1475836681.81496,39458,2344.5998535156
1475836681.85262,39476,1873.3959960938
1475836683.8129,39547,2374.3432617188
1475836686.22455,39602,2664.9235839844
1475836686.29796,39628,2265.4606933594
1475836686.4993,39702,2486.5676269531
1475836686.71435,39793,2224.7578125
1475836686.72121,39796,2196.2741699219
1475836686.75559,39812,2254.9201660156
1475836686.77086,39820,2427.369140625
1475836686.80122,39836,2375.857421875
1475836689.18094,39890,2574.3364257813
1475836689.18381,39891,2574.3364257813
1475836689.28302,39921,2672.5856933594
1475836689.39549,39965,2403.0234375
1475836691.60715,40122,2280.8195800781
1475836691.61933,40126,2206.984375
1475836693.99639,40183,2384.5920410156
1475836694.11405,40218,2722.8603515625
1475836694.25821,40265,4510.572265625
1475836694.3811,40307,2116.2238769531
1475836694.4203,40324,2395.4816894531
1475836694.43773,40333,2577.6018066406
1475836694.5597,40387,2522.7060546875
1475836697.0029,40435,2528.2065429688
1475836697.06981,40456,2483.3315429688
1475836698.9405,40574,2327.017578125
1475836699.14844,40646,2421.8752441406
1475836701.75613,40815,2636.1071777344
1475836701.81517,40845,2499.9890136719
1475836701.9252,40897,2476.0236816406
1475836701.92693,40898,2484.0087890625
1475836704.42338,40999,2669.8957519531
1475836706.16598,41004,2527.9711914063
1475836706.31356,41046,2616.7385253906
1475836706.43515,41086,2459.0612792969
1475836706.64586,41175,2560.5791015625
