Wall time,Step,Value
1475836709.13451,41311,2648.6743164063
1475836709.21471,41346,2610.7639160156
1475836709.24833,41363,2612.7966308594
1475836709.33938,41403,2851.2060546875
1475836711.33271,41522,2569.5910644531
1475836713.81057,41607,2443.9013671875
1475836714.2001,41796,2476.6662597656
1475836716.8632,41934,2893.6748046875
1475836718.89514,42052,2315.6740722656
1475836721.28326,42081,2514.11328125
1475836721.51326,42173,2629.4399414063
1475836721.79962,42315,2398.4841308594
1475836721.8315,42329,2422.9938964844
1475836724.19311,42393,2439.3952636719
1475836724.32426,42442,2220.7145996094
1475836724.3942,42468,2524.8366699219
1475836724.44409,42495,2265.26171875
1475836726.31274,42534,2602.8400878906
1475836726.52022,42615,2563.2192382813
1475836729.03964,42648,2705.724609375
1475836729.06081,42654,2585.8984375
1475836729.29856,42745,1958.1390380859
1475836729.34585,42770,2558.4301757813
1475836729.38028,42786,2301.37109375
1475836732.15115,42946,2431.8696289063
1475836734.05665,43006,2263.4223632813
1475836734.3588,43098,2750.6760253906
1475836734.39288,43114,2322.4306640625
1475836734.41371,43124,2194.4995117188
1475836734.54422,43173,2366.4047851563
1475836737.07631,43197,2325.6413574219
1475836737.15102,43221,2662.9729003906
1475836737.2292,43249,2486.9118652344
1475836737.41013,43321,2641.5534667969
1475836737.48738,43360,2201.6120605469
1475836740.00754,43483,2568.7702636719
1475836740.03166,43493,2753.724609375
1475836741.8399,43546,2427.9880371094
1475836741.98254,43597,2521.2790527344
1475836742.03549,43621,2340.6105957031
1475836742.06516,43634,2273.2319335938
1475836742.1953,43686,2748.0583496094
1475836744.69406,43763,2579.2629394531
1475836744.77685,43798,2662.15625
1475836744.80051,43807,2304.6110839844
1475836744.82007,43816,2842.4072265625
1475836744.87126,43842,2197.0759277344
1475836744.88877,43850,2505.0563964844
1475836745.02596,43917,2275.6674804688
1475836745.06214,43936,2150.0744628906
1475836745.16083,43979,2663.9033203125
1475836747.60117,44021,2172.74609375
1475836747.65622,44038,2308.6513671875
1475836747.88853,44135,2418.1706542969
1475836747.93442,44152,2458.9411621094
1475836747.99895,44180,2453.1271972656
1475836748.00405,44183,2582.30859375
1475836750.50466,44289,2794.486328125
1475836750.73293,44385,2595.0659179688
1475836750.75604,44393,2315.0876464844
1475836750.78967,44406,2226.4677734375
1475836750.87789,44439,2197.4230957031
1475836755.188,44572,2426.3989257813
1475836755.19357,44575,2405.6071777344
1475836755.23741,44591,2367.5515136719
1475836755.3789,44648,2448.837890625
1475836755.39001,44652,2250.283203125
1475836755.46062,44683,4343.451171875
1475836755.48894,44694,2837.3332519531
1475836755.66879,44767,2379.8225097656
1475836755.7052,44779,2355.1918945313
1475836755.70691,44780,2228.7639160156
1475836755.77125,44809,2419.8928222656
1475836760.41515,45029,2035.0161132813
1475836760.55626,45087,2844.0505371094
1475836763.37953,45281,2649.9931640625
1475836763.47582,45329,2657.8688964844
1475836763.48829,45336,2925.5053710938
1475836765.91596,45430,2261.8708496094
1475836765.91795,45431,2149.7604980469
1475836766.00844,45468,2403.2458496094
1475836766.03749,45481,2122.1206054688
1475836768.03915,45610,2172.5021972656
1475836770.47704,45674,2556.3408203125
1475836770.47894,45675,2529.0854492188
1475836770.56407,45708,2360.1196289063
1475836770.60154,45728,2366.0446777344
1475836770.66064,45751,2319.5502929688
1475836773.40495,45966,2410.9313964844
1475836775.2912,46035,2618.8391113281
1475836775.3992,46079,3376.1911621094
1475836775.47294,46109,2345.3569335938
1475836775.54625,46144,2767.2521972656
1475836775.66745,46198,2401.318359375
1475836778.0189,46213,2281.5246582031
1475836778.2535,46285,2557.3510742188
1475836778.26583,46292,2591.4978027344
1475836778.26768,46293,2595.916015625
1475836778.28843,46300,2386.5151367188
1475836778.52179,46390,2373.2954101563
1475836778.53614,46397,2350.4577636719
1475836778.66177,46450,2284.2971191406
1475836778.69234,46464,2304.4899902344
1475836781.00217,46485,2400.3020019531
1475836781.01112,46488,2405.919921875
1475836782.92193,46533,2317.0771484375
1475836783.07362,46589,2213.1499023438
1475836783.18611,46633,2598.6137695313
1475836783.26112,46666,2262.6528320313
1475836786.32232,46956,2050.4643554688
1475836790.71598,47066,2529.7482910156
1475836790.87776,47125,2495.3852539063
1475836790.93533,47144,2217.9272460938
1475836791.0023,47167,2222.5278320313
1475836791.08813,47204,2331.1091308594
1475836791.17582,47241,2156.0891113281
1475836791.21802,47260,2263.4140625
1475836794.10693,47469,2473.8771972656
1475836798.46847,47628,2246.6574707031
1475836798.86001,47803,2453.5764160156
1475836801.32286,47854,2294.6684570313
1475836806.09048,48127,2427.3371582031
1475836806.13146,48139,2319.6408691406
1475836806.27193,48189,2294.4816894531
1475836806.44331,48265,2182.2404785156
1475836806.65625,48358,2552.1481933594
1475836806.6997,48381,2059.0769042969
1475836809.13219,48414,2476.63671875
1475836809.18879,48424,2136.7294921875
1475836809.26389,48445,2234.0104980469
1475836811.49249,48618,2400.6052246094
1475836811.50376,48625,2331.4375
1475836811.58389,48660,2410.5087890625
1475836814.04086,48683,2424.796875
1475836814.09214,48700,2316.140625
1475836814.24535,48755,2152.912109375
1475836814.33426,48789,2473.1435546875
1475836814.39512,48819,2467.2680664063
1475836814.57603,48900,2396.9421386719
1475836814.64011,48919,2184.2197265625
1475836814.71447,48948,2199.6684570313
1475836819.04776,49016,2502.0893554688
1475836819.21094,49074,2696.8107910156
1475836819.42865,49129,2200.2390136719
1475836819.53145,49161,2191.6555175781
1475836822.15613,49268,2609.607421875
1475836822.20272,49285,2585.2568359375
1475836822.37784,49359,2407.8522949219
1475836822.57069,49451,2335.4750976563
1475836822.58577,49457,2174.0393066406
1475836825.10722,49512,2561.8818359375
1475836825.25816,49565,2311.9836425781
1475836825.30348,49582,2301.9294433594
1475836825.65038,49750,2613.7868652344
1475836828.11288,49813,2855.4821777344
1475836828.32485,49896,2318.6467285156
1475836828.34754,49909,2380.587890625
1475836828.431,49952,2585.8864746094
1475836830.36903,50032,2635.9191894531
1475836832.95911,50078,2437.8215332031
1475836833.01636,50096,2357.4907226563
1475836833.04791,50109,2171.4604492188
1475836833.13345,50140,2418.2822265625
1475836833.13558,50141,2445.0366210938
1475836833.19074,50162,2295.68359375
1475836833.25564,50189,2261.2341308594
1475836833.33228,50219,2196.8217773438
1475836833.36564,50236,1991.3249511719
1475836836.15948,50391,2328.1550292969
1475836836.34117,50447,2296.7998046875
1475836836.43112,50478,4316.3901367188
1475836838.40992,50559,2092.2062988281
1475836838.41914,50564,2317.5947265625
1475836841.02453,50668,2460.4709472656
1475836841.15171,50717,2376.3459472656
1475836841.28502,50770,2350.8781738281
1475836841.31998,50785,1994.7227783203
1475836841.40819,50823,2914.8693847656
1475836841.48774,50859,2090.0051269531
1475836844.16153,50983,2420.3786621094
1475836844.18216,50992,2292.4599609375
1475836845.99433,51056,2408.0944824219
1475836846.02712,51067,2069.8728027344
1475836846.13081,51112,2288.2583007813
1475836848.47127,51162,2322.650390625
1475836848.7907,51294,2417.625
1475836848.79365,51295,2555.9475097656
1475836848.79981,51298,2490.1442871094
1475836848.87986,51337,3249.607421875
1475836848.93406,51362,2220.5739746094
1475836853.48629,51557,2198.9006347656
1475836853.6101,51599,2566.3173828125
1475836853.6897,51629,2529.8747558594
1475836853.75272,51654,2644.5935058594
1475836856.2634,51720,1945.3283691406
1475836856.38899,51751,2248.2075195313
1475836856.66833,51857,2067.9038085938
1475836856.80983,51913,2040.4001464844
1475836856.89802,51949,2363.2888183594
1475836861.4733,52104,2611.0012207031
1475836864.76466,52477,2205.8732910156
1475836866.62876,52522,2416.3876953125
1475836869.06686,52526,2297.4548339844
1475836869.34115,52603,2255.8583984375
1475836869.39954,52626,2266.1030273438
1475836869.49039,52667,2488.26953125
1475836872.47749,52866,2393.5261230469
1475836872.53809,52889,2462.8837890625
1475836874.61854,53015,2709.2185058594
1475836874.72863,53046,2440.9182128906
1475836874.79612,53072,2044.4776611328
1475836877.4895,53159,2266.8708496094
1475836877.56692,53198,2230.9851074219
1475836877.64141,53228,2262.984375
1475836877.66336,53234,2468.1459960938
1475836877.67404,53238,2574.0593261719
1475836877.81499,53303,2402.9326171875
1475836880.46213,53370,2182.9106445313
1475836880.6026,53429,2169.3198242188
1475836880.62055,53439,2303.4328613281
1475836880.6353,53443,2041.3049316406
1475836880.71083,53477,2292.3256835938
1475836882.53496,53520,2398.5629882813
1475836882.55797,53525,2355.2045898438
1475836882.58319,53531,2256.5642089844
1475836882.6565,53552,2574.73828125
1475836882.74458,53581,2284.0026855469
1475836885.26902,53653,2711.4133300781
1475836885.34661,53680,2310.4365234375
1475836885.39068,53697,2357.1022949219
1475836885.39987,53702,2201.6333007813
1475836885.51231,53745,2564.8415527344
1475836885.52231,53751,2872.0788574219
1475836885.62465,53794,3782.0126953125
1475836885.75724,53800,2905.7912597656
1475836885.79605,53811,2655.365234375
1475836886.0121,53896,2418.3935546875
1475836888.62376,53988,2358.8483886719
1475836890.59624,54045,2149.7033691406
1475836890.92198,54167,2428.0654296875
1475836893.69919,54322,2514.3132324219
1475836893.76001,54350,2070.8854980469
1475836893.865,54402,2296.3095703125
1475836893.94377,54438,2318.7102050781
1475836896.3757,54451,2486.240234375
1475836898.39105,54510,2271.765625
1475836898.56623,54561,2394.7893066406
1475836898.82816,54668,2613.900390625
1475836901.68682,54790,2404.6037597656
1475836901.72333,54802,2509.5556640625
1475836901.95538,54903,3743.9506835938
1475836901.98781,54917,2788.7160644531
1475836901.99644,54922,2388.1843261719
1475836902.03239,54939,2439.5402832031
1475836902.0796,54957,2277.3234863281
1475836903.21349,55000,2397.6872558594
